Date,Title,Content,Label
23-10-2023,Hasil Drawing dan Jadwal French Open 2023: Perang Saudara di Ganda Putri,"Bisnis.com, SOLO - Jadwal French Open 2023 akan bergulir pada pekan ini setelah Denmark Open 2023. Indonesia menurunkan 16 wakil di French Open 2023.
Turnamen BWF Super 750 French Open 2023 akan digelar di Glaz Arena, Rennes, Prancis, mulai Selasa (24/10/2023) hingga Minggu (29/10/2023).
Total ada 16 pemain Indonesia yang dipersiapkan tampil di French Open 2023 yang merupakan wakil-wakil terbaik di kelasnya.
French Open 2023 menjadi turnamen ketiga dalam tur Eropa BWF tahun ini. Sayangnya, Indonesia belum meraih prestasi maksimal di 2 turnamen Eropa sebelumnya yakni Arctic Open 2023 dan Denmark Open 2023.
Hanya Bagas Maulana/Muhammad Shohibul Fikri yang mampu menembus final Denmark Open 2023. Selebihnya, wakil-wakil Indonesia cuma mentok di semifinal.
Kini kesempatan untuk mengukir gelar juara hadir di French Open 2023. Pada edisi tahun lalu, Indonesia cuma meloloskan 1 wakil ke semifinal yakni Rehan Naufal Kusharjanto/Lisa Ayu Kusumawati yang akhirnya kalah dari wakil Belanda Robin Tabeling/Selena Piek.
Baca Juga
Tahun ini Indonesia yang mengincar gelar juara menurunkan pemain-pemain andalan. Di sektor tunggal putra ada Anthony Sinisuka Ginting, Jonatan Christie, dan Chico Aura Dwi Wardoyo.
Jojo dan Chico akan melawan dua pemain Jepang yakni Kenta Nishimoto dan Kodai Naraoka di babak 32 besar. Sementara Ginting menjajal Magnus Johannesen dari Denmark.
Beralih ke ganda putri, Gregoria Mariska Tunjung dan Putri Kusuma Wardani akan sama-sama melawan pemain India. Gregoria kontra Pusarla V Sindhu dan Putri berjumpa Aakarshi Kashyap.
Indonesia menurunkan banyak wakil di ganda putra yakni 5 pasangan yang terdiri dari Fajar Alfian/Muhammad Rian Ardianto, Mohammad Ahsan/Hendra Setiawan, Leo Rolly Carnando/Daniel Marthin, Bagas Maulana/Muhammad Shohibul Fikri, dan Pramudya Kusumawardana/Yeremia Erich Yoche Yacob Rambitan.
Leo/Daniel akan melawan juara Denmark Open 2023, Aaron Chia/Soh Wooi Yik. Pramudya/Yeremia kontra Liang Wei Keng/Wang Chang dari China.
Perang saudara langsung terjadi di sektor ganda putri. Kedua wakil Indonesia, Apriyani Rahayu/Siti Fadia Silva Ramadhanti akan melawan Febriana Dwipuji Kusuma/Amalia Cahaya Pratiwi, langsung bentrok di babak pertama.
Terakhir di sektor ganda campuran, Rehan Naufal Kusharjanto/Lisa Ayu Kusumawati, Praveen Jordan/Melati Daeva Oktavianti, Rinov Rivaldy/Pitha Haningtyas Mentari, dan Dejan Ferdinansyah/Gloria Emanuelle Widjaja akan menjadi andalan Indonesia.
Partai berat mengadang Rinov/Pitha yang langsung berjumpa jagoan Thailand, Dechapol Puavaranukroh/Sapsiree Taerattanachai.
Berikut hasil drawing dan jadwal French Open 2023:
Cek Berita dan Artikel yang lain di Google
                                News",Sport
23-10-2023,Klasemen Medali Asian Para Games 2022 Hari ini (23/10): Indonesia Peringkat 10,"Bisnis.com, JAKARTA - Klasemen medali Asian Para Games 2022, hari ini (23/10), kontingen Indonesia menempati peringkat ke-10.
Kontingen Indonesia menduduki peringkat ke-10 klasemen sementara Asian Para Games 2022 Hangzhou, China, menyusul medali pertama yang dipersembahkan atlet Para atletik Suparni Yati, demikian dilansir dari laman resmi, Senin pukul 13.00 WIB.
Yati yang bertanding pada nomor tolak peluru F20 putri di Huangdong Sports Centre Stadium, China, mencatatkan skor terbaik dengan tolakan sejauh 11,12 meter dari enam kali percobaan dan berhak meraih medali perak.
Yati hanya kalah dari dari atlet Para atletik Jepang Reina Hori yang membukukan tolakan sejauh 11,93 meter yang pada pertandingan itu meraih emas. Medali perunggu nomor tolak peluru F20 putri menjadi milik wakil Malaysia Noor Imanina Binti Idris dengan tolakan 11,08 meter.
Sementara itu, posisi puncak klasemen sementara perolehan medali Asian Para Games 2022 dihuni tim tuan rumah China yang mengumpulkan total 26 medali terbagi atas sembilan emas, 11 perak, dan enam perunggu.
Pada hari pertama Asian Para Games 2022, para atlet Indonesia mengikuti sejumlah pertandingan cabang olahraga seperti Para renang, Para angkat berat, Para balap sepeda, blind judo, dan lawnbowls.
Baca Juga
Indonesia mengirimkan 130 atlet yang berjuang di 12 cabang olahraga dalam ajang pesta olahraga bagi atlet penyandang disabilitas di Asia ini. Tim Merah Putih diharapkan finis 10 besar pada klasemen akhir untuk membawa 19 emas, 23 perak, dan 25 perunggu.
Berikut klasemen medali Asian Para Games 2022 hari ini (23/10), Senin pukul 13.00 WIB:
Cek Berita dan Artikel yang lain di Google
                                News",Sport
23-10-2023,Petarung UFC Khamzat Chimaev Siap Mati demi Bela Saudara Muslim Palestina,"Bisnis.com, SOLO - Petarung Khamzat Chimaev menyampaikan dukungannya kepada Palestina usai bertarung di Ultimate Fighting Championship (UFC) 294.
Khamzat Chimaev menghadapi Kamaru Usman dalam pertandingan UFC 294 di Etihad Arena, Abu Dhabi, Minggu (22/10/2023) dini hari.
Petarung asal Chechnya yang berpaspor Swedia itu menang angka atas Kamaru. Hasil ini membuat Khamzat meraih tujuh kemenangan beruntun sejak gabung UFC.
Usai pertandingan, Khamzat tak sepenuhnya senang dengan kemenangan yang ia raih atas Kamaru Usman.
Sebab, Khamzat menyoroti situasi di Palestina yang memprihatinkan setelah mendapat gempuran dari pasukan Israel.
""Teman-teman, Anda tahu apa yang sedang terjadi di dunia saat ini. Saya tidak senang karena saya harus bertarung di dalam octagon minggu ini sambil menyaksikan anak-anak mati,"" kata Khamzat Chimaev usai pertandingan.
Baca Juga
Tak hanya di Palestina, Khamzat mengaku tak terima banyak anak-anak yang menjadi korban peperangan seperti di Ukraina, Suriah, Afghanistan, dan Amerika Serikat.
""Ketika anak-anak meninggal, itu sulit. Saya mencintai anak-anak. Saya mempunyai seorang anak laki-laki, berusia tiga bulan sedang menunggu saya di rumah,"" tuturnya.
Petarung 29 tahun itu secara spesifik siap turun perang membantu masyarakat Palestina dalam menghadapi Israel.
Khamzat Chimaev talks about Palestine“Muslim, Christian, Jewish it doesn’t matter, be together and let us live in this world” pic.twitter.com/WlI5JnBY3z
Khamzat, yang merupakan pemeluk agama Islam, mengaku tergerak untuk membantu saudara-saudara sesama muslim.
""Jika Allah mengizinkan saya, saya akan menjadi orang pertama yang ke sana [Palestina]. Jika Allah mengizinkan, beri saya senjata dan biarkan saya pergi ke Palestina. Saya dilahirkan bukan untuk berada di sini menggunakan celana pendek,"" ujar Khamzat.
""Jika saya punya izin berjuang untuk Allah, saya siap mati untuk-Nya. Saya tidak takut mati, karena saya lebih khawatir terhadap saudara-saudara muslim saya,"" ucap dia.
Khazmat bukan satu-satunya petarung UFC yang buka suara terkait kondisi Palestina. Sebelumnya, Islam Makhachev dan Muhammed Mokaev juga menyampaikan dukungannya untuk masyarakat di Gaza.
Cek Berita dan Artikel yang lain di Google
                                News",Sport
23-10-2023,Bagas/Fikri Ternyata Kesulitan Antisipasi Servis Melintir Aaron Chia di Final Denmark Open,"Bisnis.com, JAKARTA - Ganda putra Indonesia Bagas Maulana/Muhammad Shohibul Fikri mengungkapkan faktor yang membuat mereka gagal menjuarai Denmark Open 2023.
Dalam pertandingan yang berlangsung di Jyske Bank Arena, Denmark, Minggu, Bagas/Fikri tunduk dua set langsung atas ganda putra Malaysia, Aaron Chia/Soh Wooi Yik 13-21 dan 17-21.
Di gim pertama, Bagas/Fikri kehilangan ritme permainan dan membiarkan Aaron/Soh terus menekan dan unggul tiga poin, 3-6. Aaron/Soh terus tampil mendominasi dan menutup interval gim pertama dengan keunggulan 11-6.
Usai interval gim pertama, Bagas/Fikri terus berupaya memperkecil kedudukan namun Aaron/Soh tetap mempertahankan keunggulan lima poin, 11-16. Aaron/Soh menutup gim pertama dengan kemenangan 21-13.
Di gim kedua, Bagas/Fikri tampil lebih baik dengan menguasai ritme permainan untuk unggul 5-3. Namun ritme permainan Bagas/Fikri tak mampu bertahan lama, Aaron/Soh memperoleh tujuh poin berturut-turut untuk membalikkan kedudukan menjadi, 5-10. Usai interval gim, Bagas/Fikri mencoba keluar dari dominasi permainan pebulu tangkis juara dunia tersebut. Namun usaha Bagas/Fikri mampu diantisipasi dengan baik oleh Aaron/Soh yang telah nyaman dengan gaya permainannya. Aaron/Soh mampu menutup gim kedua dengan kemangan 21-17.
""Sebelumnya alhamdulillah dan tetap bersyukur kami bisa menyelesaikan pertandingan tanpa cedera walau harus juara kedua. Hari ini kami akui kalah pola permainan dari mereka. Servis mereka sangat menyulitkan kami dan kurang sabar juga,"" kata Bagas Maulana seusai pertandingan.
Baca Juga
Hal senada juga diungkapkan oleh Fikri yang merasa kesulitan mengantisipasi serve dari Aaron selama pertandingan.
""Servis mereka terutama Aaron (Chia) sangat sulit diantisipasi karena melintir, dari situ kami tertekan terus. Kami juga kurang yakin sama pertahanan kami hari ini lalu terbawa pola permainan mereka,"" ungkap Fikri.
Meski melaju hingga partai final dengan mengalahkan rekan senegaranya Fajar Alfian/Muhammad Rian Ardianto di babak semifinal, Bagas mengungkapkan masih belum puas dengan hasil yang dicapai di partai final.
""Kami cukup puas dengan penampilan kami dari babak pertama sampai semifinal tapi kami kurang puas dengan hasil dan penampilan di final. Kami sedikit kecewa karena tidak bisa memberikan perlawanan yang maksimal,"" ungkap Bagas.
Kekalahan ini juga membuat Bagas/Fikri menelan pil pahit dengan selalu kalah atas Aaron/Soh dalam empat pertemuan terakhir mereka.
Cek Berita dan Artikel yang lain di Google
                                News",Sport
23-10-2023,"Balapan MotoGP Musim ini Tersisa Empat Seri, Bagnaia Tidak Mau Beri Angin ke Martin","Bisnis.com, JAKARTA - Pebalap Ducati Fransesco ""Pecco"" Bagnaia puas dengan hasil yang diperoleh pada ajang MotoGP Australia 2023 yang berlangsung di Sirkuit Phillip Island, Sabtu (21/10/2023).
Meski finish di posisi kedua di bawah Johan Zarco, Pecco merasa puas karena sepanjang balapan diperlukan adaptasi ban dan telah berhasil ia atasi.
""Saya sangat senang, ini adalah akhir pekan yang sulit tetapi setiap kali kami bangkit, dan sekali lagi kami finis di depan. Ini adalah balapan di mana saya harus tenang karena saya tahu ban lunak tidak akan bertahan lama dan akhirnya semuanya sempurna,"" kata Bagnaia dilansir dari keterangan resmi, Senin.
Pembalap Pramac Racing Jorge Martin memimpin selama 26 dari 27 lap, mendapati dirinya kehilangan grip dan disalip oleh Johan Zarco, Bagnaia dan Di Giannantonio. Johan Zarco tidak melepaskan posisi puncak dari Bagnaia yang menguntit di posisi kedua dan menutup balapan dengan keunggulan 0,201 detik atas Pecco.
Kemenangan itu membuat Zarco menempati posisi kelima klasemen sementara MotoGP 2023 dengan 187 poin. Sementara itu, di posisi dua teratas, Bagnaia yang meraih podium dan Martin yang keluar dari podium membuat sang juara bertahan menjauh. Bagnaia mengoleksi 366 poin, berjarak 27 poin dari Martin pada posisi kedua.
""Poin selalu fundamental, sekarang kami memiliki 27 poin atas Martin, segalanya dapat berubah dengan sangat cepat sehingga kami harus sangat berhati-hati dan memahami dengan sempurna apa yang terjadi. Ada empat dan setengah balapan tersisa, jadi penting untuk tetap konstan setiap saat,"" ungkap pembalap asal Italia tersebut.
Baca Juga
Sementara itu pembalap Ducati Enea Bastianani yang finish di peringkat ke-11 merasa tidak puas dengan hasil yang diperoleh karena kesulitan mengendalikan grip motor dalam sepuluh lap terakhir.
""Saya tidak bisa bahagia, itu pasti. Hari ini berjalan lebih buruk, dalam arti ada lebih banyak grip di trek daripada kemarin, dan saya lebih berjuang. . Sulit untuk mengendarai seperti ini karena saya tidak bisa berbelok. Jelas, kami melakukannya dengan baik ketika ada lebih sedikit grip, jadi kami akan melihat data dengan cermat untuk memahami mengapa saya melaju lebih baik di sepuluh lap terakhir dibandingkan dengan lap pertama ketika ban seharusnya membuat perbedaan,"" ungkap Bastianani.
Dikarenakan cuaca buruk ajang sprint race MotoGP Australia dibatalkan. MotoGP 2023 selanjutnya akan digelar di Sirkuit Buriram, Thailand, pada 27-29 Oktober mendatang.​​​​​​​​​​​​​​Berikut hasil MotoGP 2023 di Sirkuit Phillip Island, Australia:1. Johann Zarco 40:39.4462. Francesco Bagnaia +0.2013. Fabio Di Giannantonio +0.4774. Brad Binder +0.8165. Jorge Martin +1.0086. Marco Bezzecchi +8.8277. Jack Miller +9.2838. Aleix Espargaro +9.3879. Alex Marquez +9.69610. Enea Bastianini +12.52311. Maverick Vinales +13.99212. Luca Marini +17.07813. Miguel Oliveira +19.44314. Fabio Quartararo +20.94915. Marc Marquez +21.11816. Raul Fernandez +32.53817. Franco Morbidelli +37.66318. Pol Espargaro +37.66819. Takaaki Nakagami +37.758.
Cek Berita dan Artikel yang lain di Google
                                News",Sport
24-10-2023,Hasil French Open 2023: Apriyani/Fadia Menangi Perang Saudara Lawan Ana/Tiwi,"Bisnis.com, SOLO - Ganda putri Indonesia Apriyani Rahayu/Siti Fadia Silva Ramadhanti melenggang ke babak 16 besar French Open 2023.
Duel sesama wakil Indonesia langsung tersaji di babak pertama ganda putri French Open 2023, Selasa (24/10/2023).
Apriyani Rahayu/Siti Fadia Silva Ramadhanti berhadapan dengan Febriana Dwipuji Kusuma/Amalia Cahaya Pratiwi di Graz Arena, Rennes, Prancis.
Apriyani/Fadia mengalahkan kompatriotnya itu dalam pertarungan straight game alias 2 gim langsung: 21-16 dan 21-18.
Di awal pertandingan Ana/Tiwi sempat unggul 4-1 atas Apriyani/Fadia. Namun 6 angka beruntun membuat Apriyani/Fadia membalikkan keadaan 8-5.
Skor imbang berlangsung hingga kedudukan 8-8. Bahkan saat interval Ana/Tiwi hanya unggul tipis 11-10.
Baca Juga
Usai jeda, Ana mengalami cedera dan mendapat pereda nyeri di pergelangan tangan. Hal itu membuat Apriyani/Fadia melesat dan menutup gim pertama 21-16.
Di gim kedua kembali permainan ketat diperagakan dua ganda putri Indonesia itu.
Skor imbang terjadi lagi pada kedudukan 6-6 hingga 10-10. Seolah mengulang gim pertama, Ana/Tiwi unggul 11-10 saat interval.
Permainan lebih sengit tersaji usai jeda turun minum. Apriyani/Fadia yang tertinggal 11-15 mampu menyamakan keadaan menjadi 15-15.
Kedua pasangan ini tak mau kalah hingga skor imbang 18-18. Beruntung bagi Apriyani/Fadia, tiga poin beruntun membuat mereka lolos ke 16 besar.
Hasil ini sekaligus memastikan Apriyani/Fadia menyusul langkah Fajar Alfian/Muhammad Rian Ardianto dan Mohammad Ahsan/Hendra Setiawan yang melaju ke fase selanjutnya.
Cek Berita dan Artikel yang lain di Google
                                News",Sport
24-10-2023,"Hasil French Open 2023: Susul FajRi, Ahsan/Hendra ke Babak 16 Besar","Bisnis.com, SOLO - Ganda putra Mohammad Ahsan/Hendra Setiawan melenggang ke babak kedua alias 16 besar French Open 2023.
Mohammad Ahsan/Hendra Setiawan sukses merebut tiket ke 16 besar French Open 2023, Selasa (24/10/2023).
Bertanding di Graz Arena, Rennes, Prancis, pasangan beralias The Daddies itu menang 21-17 dan 21-16 atas wakil Chinese Taipei Lu Ching Yao/Yang Po Han.
Sejak awal permainan Ahsan/Hendra langsung agresif dan memimpin 3-0 atas pasangan Chinese Taipei itu.
Lu/Yang sempat memperkecil kedudukan meski akhirnya interval pertama berlangsung untuk keunggulan The Daddies, 11-9.
Usai rehat, Ahsan/Hendra sedikit lengah hingga skor bisa disamakan menjadi 11-11 oleh Lu/Yang.
Baca Juga
Kematangan bermain membuat Ahsan/Hendra tak kesulitan untuk mendulang poin demi poin.
Saat Ahsan/Hendra mencapai poin 19, Lu/Yang bisa membukukan 4 poin beruntun dan memangkas jarak menjadi 17-19.
Akhirnya 2 poin beruntun menyegel kemenangan 21-17 The Daddies atas Lu/Yang pada gim pertama.
Berlanjut ke gim kedua, Ahsan/Hendra unggul 3-1 namun kemudian berbalik tertinggal 3-5.
Margin poin melebar jadi 4-8 sejurus kemudian. Beruntung permainan apik Ahsan/Hendra membuat mereka berbalik memimpin 9-8.
Interval gim kedua pun berlangsung untuk keunggulan Ahsan/Hendra dengan skor lebih tipis daripada gim pertama, 11-10.
Pertarungan lebih ketat terjadi usai jeda interval. Meski Ahsan/Hendra memimpin, jarak poin mereka dengan lawan hanya berkisar 1-2.
Baru pada saat skor 16-15 untuk Ahsan/Hendra, pasangan Indonesia itu melaju dengan 4 poin beruntun dan mencapai match poin.
Pada akhirnya Ahsan/Hendra sukses membekuk Lu/Yang dengan skor 21-16 dalam pertarungan gim kedua.
Hasil ini memastikan langkah Ahsan/Hendra ke 16 besar French Open 2023 menyusul kompatriotnya, Fajar Alfian/Muhammad Rian Ardianto.
Cek Berita dan Artikel yang lain di Google
                                News",Sport
24-10-2023,Hasil French Open 2023: Fajar/Rian Bekuk Wakil Skotlandia Tak Sampai Setengah Jam,"Bisnis.com, SOLO - Fajar Alfian/Muhammad Rian Ardianto memetik kemenangan pada laga pertama French Open 2023.
Fajar Alfian/Muhammad Rian Ardianto membuka perjalanan wakil Indonesia dalam ajang French Open 2023 di Glaz Arena, Rennes, Selasa (24/10/2023).
Bertarung selama 27 menit, Fajar/Rian mengandaskan pasangan Skotlandia Alexander Dunn/Adam Hall lewat straight game, 21-13 dan 21-16.
Pada awal gim pertama, Fajar/Rian tertinggal lebih dulu sebelum membalas dan menyamakan kedudukan.
Skor pun berbalik menjadi 8-6 untuk keunggulan Fajar/Rian. Saat jeda interval gim pertama, pasangan Indonesia itu unggul 11-8 atas Dunn/Hall.
Usai istirahat, Fajar/Rian langsung ngebut dengan memperlebar jarak menjadi 16-9.
Baca Juga
Tanpa kesulitan pemain peringkat 2 dunia itu menang 21-13 pada gim pertama yang berlangsung 13 menit itu.
Di gim kedua penampilan Fajar/Rian mulai stabil. Mereka sempat unggul 3-0 sebelum menambah skor jadi 7-2.
Interval gim kedua lagi-lagi milik Fajar/Rian yang kali ini unggul 11-7. Sama seperti gim pertama penampilan mereka melesat usai turun minum.
Fajar/Rian pun menyudahi gim kedua dengan keunggulan 21-16 dalam 14 menit pertandingan.
Hasil ini memastikan langkah Fajar/Rian ke babak kedua alias 16 besar French Open 2023.
Di babak selanjutnya, wakil Indonesia ini akan menunggu pemenang laga Christopher Grimley/Matthew Grimley asal Skotlandia melawan Daniel Lundgaard/Mads Vestergaard asal Denmark.
Cek Berita dan Artikel yang lain di Google
                                News",Sport
24-10-2023,Jadwal PSG Vs AC Milan: Pembuktian Maignan Lebih Baik dari Donnarumma?,"Bisnis.com, JAKARTA - Paris Saint Germain akan melawan AC Milan dalam lanjutan laga Liga Champions Grup F, Kamis (25/10/2023) dini hari di Stadion Parc de Princes.
Pertandingan ini akan diwarnai pertarungan mantan kiper yang saling bertukar klub dalam beberapa tahun terakhir.
Di kubu Milan, kiper Mike Maignan merupakan mantan pemain PSG. Ia meninggalkan PSG untuk pindah ke Lille pada 2015, dan setelah itu sudah pernah menjuarai Liga Prancis, Liga Italia, dan saat ini merupakan kiper nomor satu untuk timnas Prancis.
Sementara itu PSG memiliki daftar nama kiper yang panjang sebelum merekrut Gianluigi Donnarumma dari Milan pada 2021, dan kemudian setahun kemudian menjadikannya kiper pilihan pertama.
Maignan tidak pernah mendapat kesempatan tampil di tim utama karena klub yang disokong Qatar itu lebih memberi kepercayaan kepada Salvatore Sirigu, Kevin Trapp, Gianluigi Buffon, Alphonse Areola, Keylor Navas, dan kini Donnarumma.
Nyatanya, ​​​Maignan yang kini berusia 28 tahun telah menjadi salah satu kiper terbaik di dunia, dan akan menjadi tembok terakhir Milan saat menghadapi rekan-rekannya di timnas Prancis, yakni Kylian Mbappe, Ousmane Dembele, dan Randal Kolo Mouani.
Baca Juga
Setelah tidak kemasukan sama sekali saat bermain imbang dengan Newcastle United dan Borussia Dortmund di Grup F, Maignan siap kembali membela Milan yang baru menelan kekalahan 0-1 dari Juventus. Ia tidak tampil pada pertandingan Minggu tersebut karena terkena skors.
""Rasanya selalu aneh saat kembali ke rumah, apakah itu bermain di Lille atau di Paris,"" kata Maignan seperti dikutip dari AFP.
Ia absen membela timnas Prancis pada Piala Dunia tahun lalu karena cedera, namun sekarang merupakan kiper utama Prancis setelah Hugo Lloris pensiun.
""Ini menghadirkan lagi kenangan-kenangan. Saya pernah bermain melawan Paris untuk Lille. Kali ini adalah pertandingan Liga Champions. Akan terdapat atmosfer hebat. Keluarga saya akan ada di sana. Saya perlu meyakinkan diri untuk fokus pada pekerjaan saya dan tidak membiarkan emosi menyelimuti saya,"" tambahnya.
PSG sendiri telah melakukan perubahan kebijakan perihal perekrutan pemain-pemainnya. Setelah sebelumnya kerap mendatangkan pemain-pemain berstatus mega bintang, mereka kini lebih banyak membeli pemain-pemain muda yang tumbuh di sekitar Paris.
Kepergian pemain besar seperti Lionel Messi dan Neymar, dijawab dengan mendatangkan pemain-pemain Prancis atau memiliki ikatan dengan Prancis seperti Dembele dan Kolo Mouani.
Bukan hanya Maignan yang dilepas oleh PSG pada satu dekade terakhir. Nama-nama seperti Kingsley Coman, Adrien Rabiot, Christopher Nkunku, dan Moussa Diaby juga kini telah melanjutkan kariernya di tempat lain.
Selain Maignan, klub Milan yang akan menghadapi PSG juga mengikut sertakan Yacine Adli. Adli merupakan pemain kelahiran pinggiran Paris yang kemudian meninggalkan kota kelahirannya setelah hanya satu kali tampil untuk PSG.
PSG hanya memenangi empat pertandingan fase gugur Liga Champions sejak Maignan hengkang delapan tahun silam.
""Bagi saya, itu tidak ada artinya,"" kata Maignan musim lalu pada wawancara setelah pertandingan, saat ditanyai opininya mengenai PSG yang akan bertemu Bayern Munich.
Setelah takluk 1-4 dari Newcastle United tiga pekan silam, kekalahan untuk mengalahkan Milan pada Rabu akan mengecilkan peluang PSG untuk lolos fase grup.
Keputusan perekrutan pemain, termasuk membiarkan Maignan pergi untuk dilaporkan pergi ke Lille, telah membuat keputusan-keputusan tersebut dipertanyakan. Bahkan Lille dilaporkan hanya perlu mengeluarkan uang senilai satu juta euro pada 2015 untuk mendatangkan Maignan.
Lahir di Guyana Prancis, Maignan baru berusia delapan tahun saat ia pindah ke Prancis bersama keluarganya. Ia bergabung dengan akademi PSG pada 2009.
""PSG praktis telah mendepaknya, seperti yang mereka lakukan terhadap pemain-pemain lain. Anda bingung dengan kebijakan klub,"" kata mantan kiper PSG Bernard Lama kepada L'Equipe tahun ini.
""Mereka mestinya meminjamkan dia ke Lille. Jika ia menonjol, kemudian Anda mendatangkannya lagi dan bukan membiarkan dia pergi dan membeli orang lain, dan semuanya kemudian rusak berantakan,"" tambahnya.
Cek Berita dan Artikel yang lain di Google
                                News",Sport
24-10-2023,"Klasemen Medali Asian Para Games 2023, Selasa (24/10): Indonesia Tempel Jepang","Bisnis.com, SOLO - Klasemen Asian Para Games 2023 menempatkan Indonesia di urutan ketujuh dengan total 12 medali.
Kontingen Indonesia terus menambah pundi-pundi medali di ajang Asian Para Games 2022 Hangzhou, China.
Dikutip dari laman resmi Asian Para Games 2022, Selasa (24/10/2023), tim Merah Putih menambah tiga medali: satu emas dan dua medali perak.
Tiga medali itu diraih dari cabang olahraga (cabor) Para Atletik dan Para Lifting. Pelari Ni Made Irianti Putri menambah pundi-pundi emas Indonesia melalui nomor lomba Womens 100M T12.
Kemudian pelari Eko Saputra mempersembahkan medali perak melalui nomor lomba Mens 100M T12. 
Di Para Atletik, Ni Nengah Widiasih memperoleh medali perak di nomor lomba Womens -45 Kg.
Baca Juga
Tambahan tiga medali belum membuat Indonesia beranjak dari peringkat ketujuh klasemen sementara klasemen Asian Para Games 2022.
Saat ini Indonesia total mengoleksi tiga emas, empat perak, dan lima perunggu.
Kontingen Indonesia masih berpeluang untuk menambah medali melalui sejumlah cabang olahraga yakni para-panahan, para-atletik, para-badminton, boccia, para-sepeda, blind judo, lawn bowls, para-powerlifting, para-renang, dan para-tenis meja.
Kontingen Indonesia diperkuat 130 orang atlet untuk berlaga di Asian Para Games 2022.
Mereka ditargetkan membawa pulang 19 medali emas, 23 perak, dan 23 perunggu, serta diharapkan dapat finis di posisi 10 besar pada klasemen akhir. 
Cek Berita dan Artikel yang lain di Google
                                News",Sport
24-10-2023,"Tutup TC di Jerman, Bima Sakti Kantongi 2 Kekurangan Timnas U-17 Indonesia","Bisnis.com, SOLO - Timnas U-17 Indonesia menuntaskan pemusatan latihan (Training Center/TC) di Jerman. Pelatih timnas U-17 Indonesia, Bima Sakti, pun memberi catatan.
Timnas U-17 sudah berada di Jerman sejak tanggal 18 September 2023. Selama TC di Jerman Haruda Muda sudah mengadakan uji coba dengan tujuh klub berbeda.
Hasilnya, timnas U-17 Indonesia dua kali menang, satu kali imbang, dan empat kali kalah.
Timnas U-17 Indonesia kalah dari TSV Meerbusch (0-1), Eintracht Frankfurt (0-3), Mainz (0-3), dan FC Koln (2-3).
Adapun kemenangan dibuukan saat melawan SC Paderborn (1-0) dan VFL Osnabrueck (2-1). Satu-satunya hasil imbang diraih saat menahan SV Meppen 1-1.
Dalam TC Jerman, tim asuhan Bima Sakti juga diperkuat oleh beberapa pemain diaspora seperti Amar Rayhan Brkic, Chow Yun Damanik, dan Welber Jardim.
Baca Juga
Pelatih timnas U-17 Indonesia, Bima Sakti, mengucap syukur sudah menjalani lima minggu TC di Jerman dengan beberapa kali uji coba.
""Ada tujuh uji coba. Progresnya di awal kita mengalami penurunan karena mungkin cuaca, lamanya TC yang lima minggu, agak sedikit drastis memang kondisi pemain. Tapi dari segi permainan, mereka menunjukkan progres, dan Alhamdulillah semuanya berjalan lancar,"" tutur Bima Sakti dilansir dari laman PSSI.
Eks kapten timnas Indonesia itu juga menyebut anak asuhnya menunjukkan beberapa kekurangan dalam uji coba di Jerman.
Kekurangan yang pertama adalah soal koordinasi sesama pemain dalam hal menyerang dan bertahan.
""Terutama komunikasi antarsesama pemain. Kemudian koordinasi saat bertahan dan menyerang, hal tersebut kita komunikasikan juga ke pemain, kita juga sudah melihat video-video saat uji coba, evaluasi dari sana, semoga itu menjadi perbaikan untuk kami,"" tutur Bima.
Bima berharap timnas U-17 Indonesia mampu memperbaiki kekurangan tersebut dua pekan sebelum Piala Dunia U-17 2023 bergulir pada 10 November mendatang.
""Saya berharap pemain bisa cepat adaptasi lagi kondisi cuaca di Indonesia, pemain juga bisa menjaga kondisinya, kesehatannya, apalagi waktu sudah semakin mepet,"" ucap Bima.
Bima menambahkan, para pemain timnas U-17 Indonesia akan melanjutkan latihan di Jakarta sebelum terbang ke Surabaya yang menjadi venue pertandingan Piala Dunia U-17.
Hasil Uji Coba Timnas U-17 di Jerman:
Cek Berita dan Artikel yang lain di Google
                                News",Sport
